codigo_producto,nombre_producto,categoria,stock_actual,stock_minimo,cantidad_vendida,fecha_venta,dias_para_vencer,stock_norm,ventas_norm,nivel_rotacion
P0257,Polo basico,Ropa,142,24,8,2025-06-20,1,0.4583333333333333,0.0472972972972973,Baja
P0258,Medias termicas,Ropa,293,41,49,2025-04-30,44,0.982638888888889,0.32432432432432434,Baja
P0259,Stickers decorativos,Papeleria,216,10,108,2025-09-08,334,0.7152777777777778,0.722972972972973,Alta
P0260,Organizador plastico,Hogar,29,30,29,2025-01-01,119,0.06597222222222221,0.1891891891891892,Baja
P0261,Vaporizador de bambu,Cocina,254,63,69,2025-06-10,179,0.8472222222222222,0.4594594594594595,Media
P0262,Te verde japones,Comida Asiatica,251,47,126,2025-08-05,306,0.8368055555555555,0.8445945945945946,Alta
P0263,Pijama,Ropa,232,60,38,2025-12-06,151,0.7708333333333333,0.25000000000000006,Baja
P0264,Fideos udon,Comida Asiatica,243,12,85,2025-05-09,264,0.8090277777777778,0.5675675675675675,Media
P0265,Mini ventilador USB,Electronica,95,51,34,2025-07-12,311,0.2951388888888889,0.22297297297297297,Baja
P0266,Crema hidratante,Belleza,123,21,26,2025-05-16,303,0.3923611111111111,0.16891891891891891,Baja
P0267,Cuaderno kawaii,Papeleria,85,76,89,2025-10-29,289,0.2604166666666667,0.5945945945945946,Media
P0268,Plato para mascotas,Mascotas,296,18,53,2025-10-31,69,0.9930555555555555,0.35135135135135137,Media
P0269,Medias termicas,Ropa,229,70,63,2025-03-14,161,0.7604166666666666,0.41891891891891897,Media
P0270,Polo basico,Ropa,185,17,73,2025-09-02,77,0.6076388888888888,0.4864864864864865,Media
P0271,Pijama,Ropa,107,8,102,2025-01-19,82,0.3368055555555555,0.6824324324324325,Alta
P0272,Pijama,Ropa,138,58,89,2025-08-01,143,0.4444444444444444,0.5945945945945946,Media
P0273,Juguete para perro,Mascotas,208,19,149,2025-11-12,93,0.6875,1.0,Alta
P0274,Polo basico,Ropa,233,39,102,2025-09-24,355,0.7743055555555555,0.6824324324324325,Alta
P0275,Lapicero gel,Papeleria,274,7,85,2025-10-09,328,0.9166666666666666,0.5675675675675675,Media
P0276,Caja multiuso,Hogar,126,30,12,2025-05-13,304,0.4027777777777778,0.07432432432432433,Baja
P0277,Figura Feng Shui,Decoracion,237,19,43,2025-12-09,326,0.7881944444444444,0.2837837837837838,Baja
P0278,Repisa modular,Hogar,30,27,107,2025-12-02,303,0.06944444444444443,0.7162162162162162,Alta
P0279,Figura Feng Shui,Decoracion,290,40,51,2025-09-28,324,0.9722222222222222,0.3378378378378379,Baja
P0280,Incienso japones,Decoracion,284,38,78,2025-02-21,27,0.9513888888888888,0.5202702702702703,Media
P0281,Taza termica,Cocina,153,40,146,2025-01-02,77,0.4965277777777778,0.9797297297297297,Alta
P0282,Fideos udon,Comida Asiatica,272,78,39,2025-06-08,71,0.9097222222222222,0.2567567567567568,Baja
P0283,Cuaderno kawaii,Papeleria,45,72,118,2025-09-20,310,0.12152777777777778,0.7905405405405406,Alta
P0284,Juguete para perro,Mascotas,182,51,123,2025-05-21,118,0.5972222222222222,0.8243243243243243,Alta
P0285,Farol decorativo,Decoracion,229,13,26,2025-01-09,271,0.7604166666666666,0.16891891891891891,Baja
P0286,Lapicero gel,Papeleria,130,46,72,2025-06-01,208,0.41666666666666663,0.47972972972972977,Media
P0287,Correa retractil,Mascotas,77,54,19,2025-04-10,60,0.2326388888888889,0.12162162162162164,Baja
P0288,Crema hidratante,Belleza,155,23,69,2025-06-24,49,0.5034722222222222,0.4594594594594595,Media
P0289,Taza termica,Cocina,235,37,119,2025-05-29,150,0.78125,0.7972972972972973,Alta
P0290,Figura Feng Shui,Decoracion,169,15,138,2025-03-19,77,0.5520833333333333,0.9256756756756757,Alta
P0291,Medias termicas,Ropa,267,68,35,2025-09-20,85,0.892361111111111,0.22972972972972977,Baja
P0292,Escoba plegable,Hogar,51,43,24,2025-07-07,302,0.1423611111111111,0.15540540540540543,Baja
P0293,Taza termica,Cocina,227,46,32,2025-06-16,109,0.7534722222222222,0.20945945945945948,Baja
P0294,Te verde japones,Comida Asiatica,173,7,73,2025-05-16,353,0.5659722222222222,0.4864864864864865,Media
P0295,Mini ventilador USB,Electronica,205,17,49,2025-11-12,130,0.6770833333333333,0.32432432432432434,Baja
P0296,Figura Feng Shui,Decoracion,169,25,8,2025-08-18,200,0.5520833333333333,0.0472972972972973,Baja
P0297,Escoba plegable,Hogar,67,7,86,2025-11-22,130,0.19791666666666663,0.5743243243243243,Media
P0298,Crema hidratante,Belleza,111,39,98,2025-10-13,116,0.3506944444444444,0.6554054054054054,Media
P0299,Lapicero gel,Papeleria,45,73,77,2025-10-14,303,0.12152777777777778,0.5135135135135135,Media
P0300,Pijama,Ropa,217,66,121,2025-02-24,12,0.71875,0.8108108108108109,Alta
P0301,Juguete para perro,Mascotas,145,7,144,2025-01-30,237,0.46875,0.9662162162162162,Alta
P0302,Cepillo facial,Belleza,113,9,104,2025-09-05,364,0.3576388888888889,0.6959459459459459,Alta
P0303,Arena para gato,Mascotas,295,25,84,2025-08-19,288,0.9895833333333334,0.5608108108108107,Media
P0304,Shampoo canino,Mascotas,281,42,142,2025-10-19,151,0.9409722222222222,0.9527027027027027,Alta
P0305,Organizador plastico,Hogar,75,6,75,2025-11-19,180,0.22569444444444442,0.5,Media
P0306,Crema hidratante,Belleza,205,59,6,2025-05-23,342,0.6770833333333333,0.033783783783783786,Baja
P0307,Farol decorativo,Decoracion,21,53,42,2025-06-15,82,0.038194444444444434,0.27702702702702703,Baja
P0308,Vaporizador de bambu,Cocina,225,34,134,2025-03-08,336,0.7465277777777778,0.8986486486486487,Alta
P0309,Crema hidratante,Belleza,82,19,149,2025-06-12,66,0.25,1.0,Alta
P0310,Escoba plegable,Hogar,215,24,10,2025-01-25,281,0.7118055555555556,0.060810810810810814,Baja
P0311,Mini ventilador USB,Electronica,173,18,65,2025-04-20,336,0.5659722222222222,0.43243243243243246,Media
P0312,Luz LED USB,Electronica,34,17,117,2025-01-25,79,0.08333333333333333,0.7837837837837838,Alta
P0313,Te verde japones,Comida Asiatica,21,36,128,2025-04-06,92,0.038194444444444434,0.8581081081081081,Alta
P0314,Fideos udon,Comida Asiatica,169,47,130,2025-03-01,151,0.5520833333333333,0.8716216216216216,Alta
P0315,Sarten antiadherente,Cocina,14,38,10,2025-12-11,130,0.013888888888888881,0.060810810810810814,Baja
P0316,Organizador plastico,Hogar,65,77,83,2025-04-09,149,0.1909722222222222,0.5540540540540541,Media
P0317,Medias termicas,Ropa,272,20,97,2025-09-17,260,0.9097222222222222,0.6486486486486487,Media
P0318,Mascarilla coreana,Belleza,110,56,52,2025-05-04,231,0.3472222222222222,0.3445945945945946,Baja
P0319,Escoba plegable,Hogar,125,67,62,2025-09-13,7,0.3993055555555555,0.4121621621621622,Media
P0320,Luz LED USB,Electronica,238,9,130,2025-03-03,219,0.7916666666666666,0.8716216216216216,Alta
P0321,Farol decorativo,Decoracion,239,25,138,2025-11-10,65,0.7951388888888888,0.9256756756756757,Alta
P0322,Farol decorativo,Decoracion,251,57,82,2025-06-22,160,0.8368055555555555,0.5472972972972973,Media
P0323,Ramen coreano,Comida Asiatica,197,15,149,2025-11-04,256,0.6493055555555556,1.0,Alta
P0324,Mascarilla coreana,Belleza,291,72,34,2025-02-21,112,0.9756944444444443,0.22297297297297297,Baja
P0325,Repisa modular,Hogar,236,56,42,2025-01-21,42,0.7847222222222222,0.27702702702702703,Baja
P0326,Arena para gato,Mascotas,201,21,120,2025-05-09,130,0.6631944444444444,0.8040540540540541,Alta
P0327,Correa retractil,Mascotas,251,62,21,2025-10-11,203,0.8368055555555555,0.13513513513513514,Baja
P0328,Crema hidratante,Belleza,273,63,79,2025-12-09,344,0.9131944444444444,0.527027027027027,Media
P0329,Palillos chinos,Cocina,96,12,77,2025-07-19,87,0.2986111111111111,0.5135135135135135,Media
P0330,Shampoo canino,Mascotas,161,21,133,2025-05-28,277,0.5243055555555556,0.8918918918918919,Alta
P0331,Lapicero gel,Papeleria,237,15,143,2025-07-30,28,0.7881944444444444,0.9594594594594594,Alta
P0332,Sarten antiadherente,Cocina,270,9,94,2025-12-18,8,0.9027777777777778,0.6283783783783784,Media
P0333,Cable Tipo C,Electronica,229,12,104,2025-11-25,49,0.7604166666666666,0.6959459459459459,Alta
P0334,Mochi,Comida Asiatica,87,45,122,2025-04-29,190,0.2673611111111111,0.8175675675675675,Alta
P0335,Caja multiuso,Hogar,158,40,140,2025-12-13,258,0.5138888888888888,0.9391891891891893,Alta
P0336,Mini ventilador USB,Electronica,190,36,95,2025-10-15,288,0.625,0.6351351351351351,Media
P0337,Escoba plegable,Hogar,19,19,17,2025-07-02,153,0.03125,0.10810810810810811,Baja
P0338,Stickers decorativos,Papeleria,133,26,32,2025-06-23,113,0.4270833333333333,0.20945945945945948,Baja
P0339,Cuaderno kawaii,Papeleria,131,36,119,2025-02-08,268,0.4201388888888889,0.7972972972972973,Alta
P0340,Pijama,Ropa,27,25,141,2025-05-29,126,0.059027777777777776,0.9459459459459459,Alta
P0341,Lapicero gel,Papeleria,247,11,86,2025-05-30,235,0.8229166666666666,0.5743243243243243,Media
P0342,Medias termicas,Ropa,294,17,2,2025-01-29,213,0.986111111111111,0.006756756756756757,Baja
P0343,Salsa de soya,Comida Asiatica,59,27,88,2025-02-13,278,0.1701388888888889,0.5878378378378378,Media
P0344,Incienso japones,Decoracion,193,7,118,2025-01-19,23,0.6354166666666666,0.7905405405405406,Alta
P0345,Cepillo facial,Belleza,290,12,106,2025-07-05,144,0.9722222222222222,0.7094594594594594,Alta
P0346,Cuaderno kawaii,Papeleria,270,7,132,2025-04-14,224,0.9027777777777778,0.8851351351351351,Alta
P0347,Escoba plegable,Hogar,19,25,128,2025-10-29,231,0.03125,0.8581081081081081,Alta
P0348,Organizador plastico,Hogar,121,17,137,2025-03-27,234,0.38541666666666663,0.918918918918919,Alta
P0349,Audifonos Bluetooth,Electronica,218,18,121,2025-01-20,75,0.7222222222222222,0.8108108108108109,Alta
P0350,Sarten antiadherente,Cocina,79,60,101,2025-07-05,132,0.23958333333333331,0.6756756756756757,Alta
P0351,Mochi,Comida Asiatica,33,30,37,2025-08-18,310,0.0798611111111111,0.24324324324324326,Baja
P0352,Stickers decorativos,Papeleria,211,42,4,2025-07-07,57,0.6979166666666666,0.02027027027027027,Baja
P0353,Ramen coreano,Comida Asiatica,128,75,4,2025-08-09,14,0.4097222222222222,0.02027027027027027,Baja
P0354,Taza termica,Cocina,238,62,55,2025-09-11,24,0.7916666666666666,0.3648648648648649,Media
P0355,Caja multiuso,Hogar,91,23,60,2025-11-01,319,0.28125,0.3986486486486487,Media
P0356,Vaporizador de bambu,Cocina,161,34,58,2025-04-27,356,0.5243055555555556,0.38513513513513514,Media
P0357,Taza termica,Cocina,182,59,113,2025-07-02,146,0.5972222222222222,0.7567567567567568,Alta
P0358,Ramen coreano,Comida Asiatica,260,51,57,2025-04-28,301,0.8680555555555555,0.3783783783783784,Media
P0359,Arena para gato,Mascotas,207,8,148,2025-08-28,47,0.6840277777777778,0.9932432432432432,Alta
P0360,Cable Tipo C,Electronica,87,79,103,2025-05-17,90,0.2673611111111111,0.6891891891891891,Alta
P0361,Incienso japones,Decoracion,70,14,50,2025-09-16,107,0.20833333333333331,0.3310810810810811,Baja
P0362,Shampoo canino,Mascotas,207,55,147,2025-02-04,302,0.6840277777777778,0.9864864864864865,Alta
P0363,Palillos chinos,Cocina,58,25,74,2025-07-11,261,0.16666666666666663,0.49324324324324326,Media
P0364,Fideos udon,Comida Asiatica,269,43,129,2025-10-07,313,0.8993055555555555,0.8648648648648649,Alta
P0365,Ramen coreano,Comida Asiatica,191,50,60,2025-12-30,188,0.6284722222222222,0.3986486486486487,Media
P0366,Pijama,Ropa,93,28,36,2025-08-01,364,0.2881944444444444,0.2364864864864865,Baja
P0367,Audifonos Bluetooth,Electronica,172,59,14,2025-04-30,336,0.5625,0.08783783783783784,Baja
P0368,Cable Tipo C,Electronica,115,74,44,2025-11-25,301,0.3645833333333333,0.29054054054054057,Baja
P0369,Salsa de soya,Comida Asiatica,93,61,21,2025-07-15,178,0.2881944444444444,0.13513513513513514,Baja
P0370,Plato para mascotas,Mascotas,16,74,127,2025-06-09,248,0.02083333333333333,0.8513513513513513,Alta
P0371,Te verde japones,Comida Asiatica,163,18,57,2025-06-14,314,0.53125,0.3783783783783784,Media
P0372,Farol decorativo,Decoracion,78,7,87,2025-08-06,305,0.2361111111111111,0.581081081081081,Media
P0373,Sarten antiadherente,Cocina,170,54,117,2025-07-15,327,0.5555555555555556,0.7837837837837838,Alta
P0374,Cable Tipo C,Electronica,298,28,61,2025-03-02,354,0.9999999999999999,0.40540540540540543,Media
P0375,Pijama,Ropa,95,53,17,2025-04-08,198,0.2951388888888889,0.10810810810810811,Baja
P0376,Organizador plastico,Hogar,14,6,22,2025-04-22,57,0.013888888888888881,0.14189189189189189,Baja
P0377,Caja multiuso,Hogar,107,20,112,2025-05-05,167,0.3368055555555555,0.75,Alta
P0378,Audifonos Bluetooth,Electronica,68,14,99,2025-07-11,243,0.2013888888888889,0.6621621621621622,Media
P0379,Shampoo canino,Mascotas,29,30,127,2025-03-09,214,0.06597222222222221,0.8513513513513513,Alta
P0380,Cuaderno kawaii,Papeleria,88,18,125,2025-06-17,58,0.2708333333333333,0.8378378378378378,Alta
P0381,Correa retractil,Mascotas,257,7,44,2025-04-07,42,0.8576388888888888,0.29054054054054057,Baja
P0382,Salsa de soya,Comida Asiatica,271,43,23,2025-03-30,178,0.90625,0.14864864864864868,Baja
P0383,Palillos chinos,Cocina,276,16,74,2025-01-08,297,0.923611111111111,0.49324324324324326,Media
P0384,Te verde japones,Comida Asiatica,94,76,55,2025-02-16,238,0.2916666666666667,0.3648648648648649,Media
P0385,Lapicero gel,Papeleria,51,64,12,2025-09-20,336,0.1423611111111111,0.07432432432432433,Baja
P0386,Palillos chinos,Cocina,268,31,114,2025-12-29,40,0.8958333333333333,0.7635135135135135,Alta
P0387,Mini ventilador USB,Electronica,229,5,8,2025-04-11,176,0.7604166666666666,0.0472972972972973,Baja
P0388,Farol decorativo,Decoracion,255,23,32,2025-05-17,12,0.8506944444444444,0.20945945945945948,Baja
P0389,Mascarilla coreana,Belleza,72,25,13,2025-06-11,260,0.2152777777777778,0.08108108108108109,Baja
P0390,Luz LED USB,Electronica,232,63,128,2025-10-10,325,0.7708333333333333,0.8581081081081081,Alta
P0391,Pijama,Ropa,205,29,148,2025-06-03,133,0.6770833333333333,0.9932432432432432,Alta
P0392,Palillos chinos,Cocina,274,54,134,2025-07-30,60,0.9166666666666666,0.8986486486486487,Alta
P0393,Pijama,Ropa,222,7,76,2025-10-13,277,0.736111111111111,0.5067567567567568,Media
P0394,Lapicero gel,Papeleria,199,37,34,2025-02-10,307,0.65625,0.22297297297297297,Baja
P0395,Caja multiuso,Hogar,84,61,23,2025-06-25,150,0.2569444444444444,0.14864864864864868,Baja
P0396,Shampoo canino,Mascotas,117,15,94,2025-09-28,347,0.3715277777777778,0.6283783783783784,Media
P0397,Palillos chinos,Cocina,221,20,66,2025-09-05,156,0.7326388888888888,0.4391891891891892,Media
P0398,Crema hidratante,Belleza,210,24,124,2025-01-01,247,0.6944444444444444,0.8310810810810811,Alta
P0399,Cepillo facial,Belleza,76,8,47,2025-10-21,143,0.22916666666666669,0.31081081081081086,Baja
P0400,Figura Feng Shui,Decoracion,126,57,46,2025-05-22,39,0.4027777777777778,0.3040540540540541,Baja
P0401,Pijama,Ropa,261,10,91,2025-12-20,46,0.8715277777777778,0.6081081081081081,Media
P0402,Luz LED USB,Electronica,109,76,35,2025-05-27,30,0.34375,0.22972972972972977,Baja
P0403,Ramen coreano,Comida Asiatica,290,44,88,2025-09-27,154,0.9722222222222222,0.5878378378378378,Media
P0404,Cable Tipo C,Electronica,159,52,83,2025-04-20,275,0.517361111111111,0.5540540540540541,Media
P0405,Polo basico,Ropa,215,67,73,2025-09-08,124,0.7118055555555556,0.4864864864864865,Media
P0406,Mascarilla coreana,Belleza,284,51,142,2025-04-30,317,0.9513888888888888,0.9527027027027027,Alta
P0407,Ramen coreano,Comida Asiatica,295,13,64,2025-06-10,308,0.9895833333333334,0.4256756756756757,Media
P0408,Medias termicas,Ropa,212,57,78,2025-08-10,41,0.7013888888888888,0.5202702702702703,Media
P0409,Salsa de soya,Comida Asiatica,77,12,2,2025-12-27,125,0.2326388888888889,0.006756756756756757,Baja
P0410,Mini ventilador USB,Electronica,129,59,16,2025-03-03,158,0.4131944444444444,0.10135135135135136,Baja
P0411,Sarten antiadherente,Cocina,73,54,149,2025-11-21,304,0.21875,1.0,Alta
P0412,Te verde japones,Comida Asiatica,181,37,137,2025-11-20,35,0.59375,0.918918918918919,Alta
P0413,Correa retractil,Mascotas,225,69,8,2025-10-28,343,0.7465277777777778,0.0472972972972973,Baja
P0414,Lapicero gel,Papeleria,85,50,47,2025-01-15,361,0.2604166666666667,0.31081081081081086,Baja
P0415,Vaporizador de bambu,Cocina,102,26,21,2025-11-03,38,0.3194444444444444,0.13513513513513514,Baja
P0416,Ramen coreano,Comida Asiatica,166,55,132,2025-11-07,348,0.5416666666666666,0.8851351351351351,Alta
P0417,Mochi,Comida Asiatica,76,70,91,2025-12-27,257,0.22916666666666669,0.6081081081081081,Media
P0418,Stickers decorativos,Papeleria,271,29,145,2025-03-02,268,0.90625,0.972972972972973,Alta
P0419,Luz LED USB,Electronica,292,12,124,2025-12-28,93,0.9791666666666666,0.8310810810810811,Alta
P0420,Plato para mascotas,Mascotas,151,39,84,2025-11-08,177,0.48958333333333337,0.5608108108108107,Media
P0421,Mini ventilador USB,Electronica,199,12,43,2025-12-19,90,0.65625,0.2837837837837838,Baja
P0422,Mascarilla coreana,Belleza,254,53,62,2025-04-16,363,0.8472222222222222,0.4121621621621622,Media
P0423,Luz LED USB,Electronica,242,13,88,2025-02-06,305,0.8055555555555555,0.5878378378378378,Media
P0424,Polo basico,Ropa,286,55,59,2025-07-02,41,0.9583333333333333,0.39189189189189194,Media
P0425,Mascarilla coreana,Belleza,201,15,147,2025-11-29,127,0.6631944444444444,0.9864864864864865,Alta
P0426,Juguete para perro,Mascotas,28,76,109,2025-09-25,240,0.062499999999999986,0.7297297297297297,Alta
P0427,Shampoo canino,Mascotas,99,73,8,2025-06-02,347,0.3090277777777778,0.0472972972972973,Baja
P0428,Crema hidratante,Belleza,224,53,84,2025-12-04,146,0.7430555555555555,0.5608108108108107,Media
P0429,Repisa modular,Hogar,170,40,82,2025-05-27,239,0.5555555555555556,0.5472972972972973,Media
P0430,Cuaderno kawaii,Papeleria,234,19,41,2025-09-15,285,0.7777777777777778,0.2702702702702703,Baja
P0431,Medias termicas,Ropa,275,18,51,2025-04-28,201,0.9201388888888888,0.3378378378378379,Baja
P0432,Pijama,Ropa,37,7,84,2025-06-04,117,0.09374999999999999,0.5608108108108107,Media
P0433,Organizador plastico,Hogar,175,7,144,2025-12-16,296,0.5729166666666666,0.9662162162162162,Alta
P0434,Organizador plastico,Hogar,277,39,65,2025-11-07,301,0.9270833333333333,0.43243243243243246,Media
P0435,Incienso japones,Decoracion,71,53,127,2025-08-11,279,0.21180555555555552,0.8513513513513513,Alta
P0436,Cuaderno kawaii,Papeleria,293,25,107,2025-05-26,99,0.982638888888889,0.7162162162162162,Alta
P0437,Mascarilla coreana,Belleza,131,34,108,2025-12-20,288,0.4201388888888889,0.722972972972973,Alta
P0438,Sarten antiadherente,Cocina,165,48,79,2025-02-10,63,0.5381944444444444,0.527027027027027,Media
P0439,Cepillo facial,Belleza,57,36,57,2025-04-28,100,0.16319444444444442,0.3783783783783784,Media
P0440,Correa retractil,Mascotas,165,41,7,2025-07-15,56,0.5381944444444444,0.04054054054054054,Baja
P0441,Arena para gato,Mascotas,56,24,19,2025-06-06,202,0.1597222222222222,0.12162162162162164,Baja
P0442,Repisa modular,Hogar,135,15,49,2025-10-21,64,0.4340277777777778,0.32432432432432434,Baja
P0443,Farol decorativo,Decoracion,185,60,65,2025-01-31,113,0.6076388888888888,0.43243243243243246,Media
P0444,Organizador plastico,Hogar,76,79,45,2025-09-17,154,0.22916666666666669,0.2972972972972973,Baja
P0445,Cable Tipo C,Electronica,243,55,50,2025-09-19,315,0.8090277777777778,0.3310810810810811,Baja
P0446,Farol decorativo,Decoracion,131,41,124,2025-12-23,35,0.4201388888888889,0.8310810810810811,Alta
P0447,Crema hidratante,Belleza,205,22,113,2025-10-12,77,0.6770833333333333,0.7567567567567568,Alta
P0448,Ramen coreano,Comida Asiatica,118,26,68,2025-03-10,165,0.375,0.45270270270270274,Media
P0449,Polo basico,Ropa,171,57,123,2025-12-09,42,0.5590277777777778,0.8243243243243243,Alta
P0450,Repisa modular,Hogar,118,55,85,2025-01-21,300,0.375,0.5675675675675675,Media
P0451,Cepillo facial,Belleza,101,67,24,2025-05-05,111,0.3159722222222222,0.15540540540540543,Baja
P0452,Escoba plegable,Hogar,282,28,19,2025-06-14,341,0.9444444444444444,0.12162162162162164,Baja
P0453,Cuaderno kawaii,Papeleria,154,40,118,2025-05-27,64,0.5,0.7905405405405406,Alta
P0454,Farol decorativo,Decoracion,276,58,47,2025-05-20,246,0.923611111111111,0.31081081081081086,Baja
P0455,Farol decorativo,Decoracion,14,60,20,2025-02-15,12,0.013888888888888881,0.1283783783783784,Baja
P0456,Mini ventilador USB,Electronica,156,30,48,2025-04-18,236,0.5069444444444444,0.3175675675675676,Baja
P0457,Fideos udon,Comida Asiatica,237,79,143,2025-07-22,192,0.7881944444444444,0.9594594594594594,Alta
P0458,Pijama,Ropa,251,55,82,2025-04-02,175,0.8368055555555555,0.5472972972972973,Media
P0459,Te verde japones,Comida Asiatica,172,52,73,2025-11-24,116,0.5625,0.4864864864864865,Media
P0460,Arena para gato,Mascotas,234,76,147,2025-03-04,294,0.7777777777777778,0.9864864864864865,Alta
P0461,Sarten antiadherente,Cocina,22,51,31,2025-07-27,114,0.04166666666666666,0.20270270270270274,Baja
P0462,Mini ventilador USB,Electronica,223,47,67,2025-02-23,298,0.7395833333333333,0.445945945945946,Media
P0463,Farol decorativo,Decoracion,178,28,35,2025-07-03,286,0.5833333333333333,0.22972972972972977,Baja
P0464,Medias termicas,Ropa,172,23,114,2025-09-21,282,0.5625,0.7635135135135135,Alta
P0465,Plato para mascotas,Mascotas,74,40,25,2025-02-06,1,0.2222222222222222,0.16216216216216217,Baja
P0466,Incienso japones,Decoracion,241,12,133,2025-07-07,128,0.8020833333333333,0.8918918918918919,Alta
P0467,Pijama,Ropa,266,40,35,2025-07-13,191,0.8888888888888888,0.22972972972972977,Baja
P0468,Stickers decorativos,Papeleria,274,38,128,2025-09-17,358,0.9166666666666666,0.8581081081081081,Alta
P0469,Taza termica,Cocina,268,18,34,2025-02-14,61,0.8958333333333333,0.22297297297297297,Baja
P0470,Sarten antiadherente,Cocina,25,70,145,2025-06-11,234,0.05208333333333333,0.972972972972973,Alta
P0471,Audifonos Bluetooth,Electronica,22,60,111,2025-10-17,295,0.04166666666666666,0.7432432432432432,Alta
P0472,Taza termica,Cocina,224,59,27,2025-04-28,221,0.7430555555555555,0.1756756756756757,Baja
P0473,Mascarilla coreana,Belleza,242,34,13,2025-01-21,53,0.8055555555555555,0.08108108108108109,Baja
P0474,Palillos chinos,Cocina,290,35,81,2025-07-02,23,0.9722222222222222,0.5405405405405406,Media
P0475,Mochi,Comida Asiatica,157,36,114,2025-01-14,178,0.5104166666666666,0.7635135135135135,Alta
P0476,Te verde japones,Comida Asiatica,31,34,4,2025-07-24,59,0.07291666666666666,0.02027027027027027,Baja
P0477,Crema hidratante,Belleza,21,35,34,2025-12-04,248,0.038194444444444434,0.22297297297297297,Baja
P0478,Escoba plegable,Hogar,84,53,79,2025-08-29,349,0.2569444444444444,0.527027027027027,Media
P0479,Repisa modular,Hogar,223,42,87,2025-03-29,306,0.7395833333333333,0.581081081081081,Media
P0480,Cuaderno kawaii,Papeleria,166,32,139,2025-05-01,65,0.5416666666666666,0.9324324324324325,Alta
P0481,Palillos chinos,Cocina,171,48,100,2025-12-04,307,0.5590277777777778,0.6689189189189189,Media
P0482,Palillos chinos,Cocina,207,60,145,2025-07-05,218,0.6840277777777778,0.972972972972973,Alta
P0483,Juguete para perro,Mascotas,226,59,138,2025-06-24,23,0.75,0.9256756756756757,Alta
P0484,Incienso japones,Decoracion,244,17,101,2025-01-24,364,0.8125,0.6756756756756757,Alta
P0485,Juguete para perro,Mascotas,290,77,21,2025-12-06,211,0.9722222222222222,0.13513513513513514,Baja
P0486,Farol decorativo,Decoracion,110,52,103,2025-01-28,41,0.3472222222222222,0.6891891891891891,Alta
P0487,Sarten antiadherente,Cocina,155,75,13,2025-07-29,229,0.5034722222222222,0.08108108108108109,Baja
P0488,Fideos udon,Comida Asiatica,25,13,73,2025-06-15,310,0.05208333333333333,0.4864864864864865,Media
P0489,Lapicero gel,Papeleria,109,49,137,2025-08-04,264,0.34375,0.918918918918919,Alta
P0490,Crema hidratante,Belleza,12,32,70,2025-05-29,28,0.006944444444444441,0.4662162162162163,Media
P0491,Lapicero gel,Papeleria,74,25,13,2025-11-09,49,0.2222222222222222,0.08108108108108109,Baja
P0492,Luz LED USB,Electronica,147,57,44,2025-10-30,53,0.4756944444444444,0.29054054054054057,Baja
P0493,Farol decorativo,Decoracion,289,6,81,2025-12-22,138,0.9687499999999999,0.5405405405405406,Media
P0494,Palillos chinos,Cocina,120,21,12,2025-07-01,24,0.3819444444444444,0.07432432432432433,Baja
P0495,Medias termicas,Ropa,197,69,84,2025-04-29,156,0.6493055555555556,0.5608108108108107,Media
P0496,Juguete para perro,Mascotas,195,31,134,2025-08-12,153,0.642361111111111,0.8986486486486487,Alta
P0497,Correa retractil,Mascotas,16,61,126,2025-01-12,16,0.02083333333333333,0.8445945945945946,Alta
P0498,Incienso japones,Decoracion,144,55,75,2025-09-21,225,0.4652777777777778,0.5,Media
P0499,Mascarilla coreana,Belleza,54,63,132,2025-04-14,195,0.1527777777777778,0.8851351351351351,Alta
P0500,Polo basico,Ropa,107,32,79,2025-05-04,218,0.3368055555555555,0.527027027027027,Media
