codigo_producto,nombre_producto,categoria,stock_actual,stock_minimo,cantidad_vendida,fecha_venta,dias_para_vencer,stock_norm,ventas_norm,nivel_rotacion,indice_rotacion,urgencia_stock,riesgo_vencimiento
P0190,Mascarilla coreana,Belleza,185,76,59,2025-08-03,82,0.6076388888888888,0.3918918918918919,Media,0.31891891891891894,0.41081081081081083,0
P0191,Salsa de soya,Comida Asiatica,112,21,14,2025-06-08,152,0.3541666666666666,0.0878378378378378,Baja,0.125,0.1875,0
P0192,Taza termica,Cocina,197,49,98,2025-05-11,293,0.6493055555555556,0.6554054054054054,Media,0.49746192893401014,0.24873096446700507,0
P0193,Lapicero gel,Papeleria,192,43,15,2025-01-04,349,0.6319444444444444,0.0945945945945946,Baja,0.078125,0.22395833333333334,0
P0194,Mini ventilador USB,Electronica,219,37,16,2025-04-18,311,0.7256944444444444,0.1013513513513513,Baja,0.0730593607305936,0.1689497716894977,0
P0195,Vaporizador de bambu,Cocina,43,34,13,2025-05-21,274,0.1145833333333333,0.081081081081081,Baja,0.3023255813953488,0.7906976744186046,0
P0196,Sarten antiadherente,Cocina,48,50,29,2025-11-14,245,0.1319444444444444,0.1891891891891892,Baja,0.6041666666666666,1.0416666666666667,0
P0197,Pijama,Ropa,275,34,103,2025-12-06,65,0.9201388888888888,0.6891891891891891,Alta,0.37454545454545457,0.12363636363636364,0
P0198,Plato para mascotas,Mascotas,151,34,68,2025-05-26,293,0.4895833333333333,0.4527027027027027,Media,0.4503311258278146,0.2251655629139073,0
P0199,Polo basico,Ropa,82,19,49,2025-12-10,140,0.25,0.3243243243243243,Baja,0.5975609756097561,0.23170731707317074,0
P0200,Incienso japones,Decoracion,207,43,63,2025-10-29,344,0.6840277777777778,0.4189189189189189,Media,0.30434782608695654,0.20772946859903382,0
P0201,Organizador plastico,Hogar,208,56,4,2025-02-28,72,0.6875,0.0202702702702702,Baja,0.019230769230769232,0.2692307692307692,0
P0202,Te verde japones,Comida Asiatica,72,58,117,2025-08-31,330,0.2152777777777778,0.7837837837837838,Alta,1.625,0.8055555555555556,0
P0203,Organizador plastico,Hogar,227,45,3,2025-09-19,5,0.7534722222222222,0.0135135135135135,Baja,0.013215859030837005,0.19823788546255505,1
P0204,Farol decorativo,Decoracion,56,53,9,2025-04-09,20,0.1597222222222222,0.054054054054054,Baja,0.16071428571428573,0.9464285714285714,1
P0205,Shampoo canino,Mascotas,187,66,145,2025-08-04,3,0.6145833333333333,0.972972972972973,Alta,0.7754010695187166,0.35294117647058826,1
P0206,Vaporizador de bambu,Cocina,278,77,68,2025-12-23,98,0.9305555555555556,0.4527027027027027,Media,0.2446043165467626,0.27697841726618705,0
P0207,Pijama,Ropa,132,33,137,2025-07-14,226,0.4236111111111111,0.918918918918919,Alta,1.0378787878787878,0.25,0
P0208,Pijama,Ropa,49,29,5,2025-08-14,124,0.1354166666666666,0.027027027027027,Baja,0.10204081632653061,0.5918367346938775,0
P0209,Audifonos Bluetooth,Electronica,260,9,90,2025-02-06,316,0.8680555555555555,0.6013513513513513,Media,0.34615384615384615,0.03461538461538462,0
P0210,Incienso japones,Decoracion,90,44,45,2025-08-12,318,0.2777777777777778,0.2972972972972973,Baja,0.5,0.4888888888888889,0
P0211,Vaporizador de bambu,Cocina,65,44,98,2025-02-09,347,0.1909722222222222,0.6554054054054054,Media,1.5076923076923077,0.676923076923077,0
P0212,Plato para mascotas,Mascotas,177,63,59,2025-10-31,169,0.579861111111111,0.3918918918918919,Media,0.3333333333333333,0.3559322033898305,0
P0213,Polo basico,Ropa,179,67,7,2025-05-13,235,0.5868055555555556,0.0405405405405405,Baja,0.03910614525139665,0.3743016759776536,0
P0214,Pijama,Ropa,40,27,138,2025-06-09,363,0.1041666666666666,0.9256756756756755,Alta,3.45,0.675,0
P0215,Farol decorativo,Decoracion,48,35,82,2025-12-22,258,0.1319444444444444,0.5472972972972973,Media,1.7083333333333333,0.7291666666666666,0
P0216,Crema hidratante,Belleza,233,17,46,2025-06-04,113,0.7743055555555555,0.3040540540540541,Baja,0.19742489270386265,0.07296137339055794,0
P0217,Polo basico,Ropa,232,64,88,2025-12-31,163,0.7708333333333333,0.5878378378378378,Media,0.3793103448275862,0.27586206896551724,0
P0218,Cable Tipo C,Electronica,83,67,60,2025-12-01,222,0.2534722222222222,0.3986486486486487,Media,0.7228915662650602,0.8072289156626506,0
P0219,Incienso japones,Decoracion,287,72,148,2025-12-18,242,0.9618055555555556,0.9932432432432432,Alta,0.5156794425087108,0.2508710801393728,0
P0220,Salsa de soya,Comida Asiatica,201,21,12,2025-07-12,22,0.6631944444444444,0.0743243243243243,Baja,0.05970149253731343,0.1044776119402985,1
P0221,Stickers decorativos,Papeleria,219,54,14,2025-07-11,175,0.7256944444444444,0.0878378378378378,Baja,0.0639269406392694,0.2465753424657534,0
P0222,Salsa de soya,Comida Asiatica,236,56,125,2025-01-07,29,0.7847222222222222,0.8378378378378378,Alta,0.5296610169491526,0.23728813559322035,1
P0223,Plato para mascotas,Mascotas,67,30,29,2025-01-04,99,0.1979166666666666,0.1891891891891892,Baja,0.43283582089552236,0.44776119402985076,0
P0224,Pijama,Ropa,280,33,75,2025-10-15,130,0.9375,0.5,Media,0.26785714285714285,0.11785714285714285,0
P0225,Salsa de soya,Comida Asiatica,36,71,81,2025-08-24,92,0.0902777777777777,0.5405405405405406,Media,2.25,1.9722222222222223,0
P0226,Figura Feng Shui,Decoracion,93,10,147,2025-09-14,58,0.2881944444444444,0.9864864864864864,Alta,1.5806451612903225,0.10752688172043011,0
P0227,Cable Tipo C,Electronica,171,65,64,2025-10-08,280,0.5590277777777778,0.4256756756756757,Media,0.3742690058479532,0.38011695906432746,0
P0228,Escoba plegable,Hogar,217,31,72,2025-03-01,145,0.71875,0.4797297297297297,Media,0.3317972350230415,0.14285714285714285,0
P0229,Figura Feng Shui,Decoracion,36,50,50,2025-07-18,349,0.0902777777777777,0.3310810810810811,Baja,1.3888888888888888,1.3888888888888888,0
P0230,Farol decorativo,Decoracion,55,19,17,2025-08-24,340,0.15625,0.1081081081081081,Baja,0.3090909090909091,0.34545454545454546,0
P0231,Ramen coreano,Comida Asiatica,175,52,63,2025-08-02,117,0.5729166666666666,0.4189189189189189,Media,0.36,0.29714285714285715,0
P0232,Repisa modular,Hogar,81,15,64,2025-07-24,209,0.2465277777777778,0.4256756756756757,Media,0.7901234567901234,0.18518518518518517,0
P0233,Cuaderno kawaii,Papeleria,283,68,82,2025-04-05,166,0.9479166666666666,0.5472972972972973,Media,0.28975265017667845,0.24028268551236748,0
P0234,Polo basico,Ropa,111,45,136,2025-09-24,214,0.3506944444444444,0.9121621621621622,Alta,1.2252252252252251,0.40540540540540543,0
P0235,Taza termica,Cocina,50,21,76,2025-02-15,160,0.1388888888888889,0.5067567567567568,Media,1.52,0.42,0
P0236,Luz LED USB,Electronica,101,24,97,2025-01-02,225,0.3159722222222222,0.6486486486486487,Media,0.9603960396039604,0.2376237623762376,0
P0237,Arena para gato,Mascotas,86,30,103,2025-07-13,166,0.2638888888888889,0.6891891891891891,Alta,1.197674418604651,0.3488372093023256,0
P0238,Crema hidratante,Belleza,183,19,106,2025-11-01,360,0.6006944444444444,0.7094594594594594,Alta,0.5792349726775956,0.10382513661202186,0
P0239,Sarten antiadherente,Cocina,18,10,73,2025-12-25,223,0.0277777777777777,0.4864864864864865,Media,4.055555555555555,0.5555555555555556,0
P0240,Medias termicas,Ropa,213,12,72,2025-06-27,348,0.704861111111111,0.4797297297297297,Media,0.3380281690140845,0.056338028169014086,0
P0241,Salsa de soya,Comida Asiatica,16,79,84,2025-07-27,314,0.0208333333333333,0.5608108108108107,Media,5.25,4.9375,0
P0242,Luz LED USB,Electronica,12,45,106,2025-01-14,12,0.0069444444444444,0.7094594594594594,Alta,8.833333333333334,3.75,1
P0243,Mascarilla coreana,Belleza,34,49,122,2025-05-27,55,0.0833333333333333,0.8175675675675675,Alta,3.588235294117647,1.4411764705882353,0
P0244,Te verde japones,Comida Asiatica,230,57,32,2025-11-03,300,0.7638888888888888,0.2094594594594594,Baja,0.1391304347826087,0.24782608695652175,0
P0245,Caja multiuso,Hogar,220,26,37,2025-12-18,312,0.7291666666666666,0.2432432432432432,Baja,0.16818181818181818,0.11818181818181818,0
P0246,Pijama,Ropa,140,32,35,2025-04-03,207,0.4513888888888889,0.2297297297297297,Baja,0.25,0.22857142857142856,0
P0247,Juguete para perro,Mascotas,222,35,24,2025-10-20,4,0.736111111111111,0.1554054054054054,Baja,0.10810810810810811,0.15765765765765766,1
P0248,Mochi,Comida Asiatica,161,54,96,2025-04-15,250,0.5243055555555556,0.6418918918918919,Media,0.5962732919254659,0.33540372670807456,0
P0249,Farol decorativo,Decoracion,237,70,79,2025-09-19,295,0.7881944444444444,0.527027027027027,Media,0.3333333333333333,0.29535864978902954,0
P0250,Sarten antiadherente,Cocina,195,16,131,2025-08-25,18,0.642361111111111,0.8783783783783784,Alta,0.6717948717948717,0.08205128205128205,1
P0251,Cuaderno kawaii,Papeleria,234,30,8,2025-04-10,240,0.7777777777777778,0.0472972972972973,Baja,0.03418803418803419,0.1282051282051282,0
P0252,Crema hidratante,Belleza,23,6,119,2025-10-20,325,0.0451388888888888,0.7972972972972973,Alta,5.173913043478261,0.2608695652173913,0
P0253,Mini ventilador USB,Electronica,50,66,60,2025-04-21,14,0.1388888888888889,0.3986486486486487,Media,1.2,1.32,1
P0254,Stickers decorativos,Papeleria,93,6,70,2025-05-25,345,0.2881944444444444,0.4662162162162163,Media,0.7526881720430108,0.06451612903225806,0
P0255,Medias termicas,Ropa,172,9,45,2025-10-30,287,0.5625,0.2972972972972973,Baja,0.2616279069767442,0.05232558139534884,0
P0256,Vaporizador de bambu,Cocina,279,78,93,2025-09-23,332,0.9340277777777778,0.6216216216216216,Media,0.3333333333333333,0.27956989247311825,0
P0257,Polo basico,Ropa,142,24,8,2025-06-20,1,0.4583333333333333,0.0472972972972973,Baja,0.056338028169014086,0.16901408450704225,1
P0258,Medias termicas,Ropa,293,41,49,2025-04-30,44,0.982638888888889,0.3243243243243243,Baja,0.16723549488054607,0.13993174061433447,0
P0259,Stickers decorativos,Papeleria,216,10,108,2025-09-08,334,0.7152777777777778,0.722972972972973,Alta,0.5,0.046296296296296294,0
P0260,Organizador plastico,Hogar,29,30,29,2025-01-01,119,0.0659722222222222,0.1891891891891892,Baja,1.0,1.0344827586206897,0
P0261,Vaporizador de bambu,Cocina,254,63,69,2025-06-10,179,0.8472222222222222,0.4594594594594595,Media,0.27165354330708663,0.24803149606299213,0
P0262,Te verde japones,Comida Asiatica,251,47,126,2025-08-05,306,0.8368055555555555,0.8445945945945946,Alta,0.50199203187251,0.18725099601593626,0
P0263,Pijama,Ropa,232,60,38,2025-12-06,151,0.7708333333333333,0.25,Baja,0.16379310344827586,0.25862068965517243,0
P0264,Fideos udon,Comida Asiatica,243,12,85,2025-05-09,264,0.8090277777777778,0.5675675675675675,Media,0.3497942386831276,0.04938271604938271,0
P0265,Mini ventilador USB,Electronica,95,51,34,2025-07-12,311,0.2951388888888889,0.2229729729729729,Baja,0.35789473684210527,0.5368421052631579,0
P0266,Crema hidratante,Belleza,123,21,26,2025-05-16,303,0.3923611111111111,0.1689189189189189,Baja,0.21138211382113822,0.17073170731707318,0
P0267,Cuaderno kawaii,Papeleria,85,76,89,2025-10-29,289,0.2604166666666667,0.5945945945945946,Media,1.0470588235294118,0.8941176470588236,0
P0268,Plato para mascotas,Mascotas,296,18,53,2025-10-31,69,0.9930555555555556,0.3513513513513513,Media,0.17905405405405406,0.060810810810810814,0
P0269,Medias termicas,Ropa,229,70,63,2025-03-14,161,0.7604166666666666,0.4189189189189189,Media,0.27510917030567683,0.3056768558951965,0
P0270,Polo basico,Ropa,185,17,73,2025-09-02,77,0.6076388888888888,0.4864864864864865,Media,0.3945945945945946,0.0918918918918919,0
P0271,Pijama,Ropa,107,8,102,2025-01-19,82,0.3368055555555555,0.6824324324324325,Alta,0.9532710280373832,0.07476635514018691,0
P0272,Pijama,Ropa,138,58,89,2025-08-01,143,0.4444444444444444,0.5945945945945946,Media,0.644927536231884,0.42028985507246375,0
P0273,Juguete para perro,Mascotas,208,19,149,2025-11-12,93,0.6875,1.0,Alta,0.7163461538461539,0.09134615384615384,0
P0274,Polo basico,Ropa,233,39,102,2025-09-24,355,0.7743055555555555,0.6824324324324325,Alta,0.43776824034334766,0.16738197424892703,0
P0275,Lapicero gel,Papeleria,274,7,85,2025-10-09,328,0.9166666666666666,0.5675675675675675,Media,0.3102189781021898,0.025547445255474453,0
P0276,Caja multiuso,Hogar,126,30,12,2025-05-13,304,0.4027777777777778,0.0743243243243243,Baja,0.09523809523809523,0.23809523809523808,0
P0277,Figura Feng Shui,Decoracion,237,19,43,2025-12-09,326,0.7881944444444444,0.2837837837837838,Baja,0.18143459915611815,0.08016877637130802,0
P0278,Repisa modular,Hogar,30,27,107,2025-12-02,303,0.0694444444444444,0.7162162162162162,Alta,3.566666666666667,0.9,0
P0279,Figura Feng Shui,Decoracion,290,40,51,2025-09-28,324,0.9722222222222222,0.3378378378378379,Baja,0.17586206896551723,0.13793103448275862,0
P0280,Incienso japones,Decoracion,284,38,78,2025-02-21,27,0.9513888888888888,0.5202702702702703,Media,0.2746478873239437,0.13380281690140844,1
P0281,Taza termica,Cocina,153,40,146,2025-01-02,77,0.4965277777777778,0.9797297297297296,Alta,0.954248366013072,0.26143790849673204,0
P0282,Fideos udon,Comida Asiatica,272,78,39,2025-06-08,71,0.9097222222222222,0.2567567567567568,Baja,0.14338235294117646,0.2867647058823529,0
P0283,Cuaderno kawaii,Papeleria,45,72,118,2025-09-20,310,0.1215277777777777,0.7905405405405406,Alta,2.6222222222222222,1.6,0
P0284,Juguete para perro,Mascotas,182,51,123,2025-05-21,118,0.5972222222222222,0.8243243243243243,Alta,0.6758241758241759,0.2802197802197802,0
P0285,Farol decorativo,Decoracion,229,13,26,2025-01-09,271,0.7604166666666666,0.1689189189189189,Baja,0.11353711790393013,0.056768558951965066,0
P0286,Lapicero gel,Papeleria,130,46,72,2025-06-01,208,0.4166666666666666,0.4797297297297297,Media,0.5538461538461539,0.35384615384615387,0
P0287,Correa retractil,Mascotas,77,54,19,2025-04-10,60,0.2326388888888889,0.1216216216216216,Baja,0.24675324675324675,0.7012987012987013,0
P0288,Crema hidratante,Belleza,155,23,69,2025-06-24,49,0.5034722222222222,0.4594594594594595,Media,0.44516129032258067,0.14838709677419354,0
P0289,Taza termica,Cocina,235,37,119,2025-05-29,150,0.78125,0.7972972972972973,Alta,0.5063829787234042,0.1574468085106383,0
P0290,Figura Feng Shui,Decoracion,169,15,138,2025-03-19,77,0.5520833333333333,0.9256756756756755,Alta,0.8165680473372781,0.08875739644970414,0
P0291,Medias termicas,Ropa,267,68,35,2025-09-20,85,0.892361111111111,0.2297297297297297,Baja,0.13108614232209737,0.2546816479400749,0
P0292,Escoba plegable,Hogar,51,43,24,2025-07-07,302,0.1423611111111111,0.1554054054054054,Baja,0.47058823529411764,0.8431372549019608,0
P0293,Taza termica,Cocina,227,46,32,2025-06-16,109,0.7534722222222222,0.2094594594594594,Baja,0.14096916299559473,0.2026431718061674,0
P0294,Te verde japones,Comida Asiatica,173,7,73,2025-05-16,353,0.5659722222222222,0.4864864864864865,Media,0.42196531791907516,0.04046242774566474,0
P0295,Mini ventilador USB,Electronica,205,17,49,2025-11-12,130,0.6770833333333333,0.3243243243243243,Baja,0.23902439024390243,0.08292682926829269,0
P0296,Figura Feng Shui,Decoracion,169,25,8,2025-08-18,200,0.5520833333333333,0.0472972972972973,Baja,0.047337278106508875,0.14792899408284024,0
P0297,Escoba plegable,Hogar,67,7,86,2025-11-22,130,0.1979166666666666,0.5743243243243243,Media,1.2835820895522387,0.1044776119402985,0
P0298,Crema hidratante,Belleza,111,39,98,2025-10-13,116,0.3506944444444444,0.6554054054054054,Media,0.8828828828828829,0.35135135135135137,0
P0299,Lapicero gel,Papeleria,45,73,77,2025-10-14,303,0.1215277777777777,0.5135135135135135,Media,1.711111111111111,1.6222222222222222,0
P0300,Pijama,Ropa,217,66,121,2025-02-24,12,0.71875,0.8108108108108109,Alta,0.5576036866359447,0.30414746543778803,1
P0301,Juguete para perro,Mascotas,145,7,144,2025-01-30,237,0.46875,0.9662162162162162,Alta,0.993103448275862,0.04827586206896552,0
P0302,Cepillo facial,Belleza,113,9,104,2025-09-05,364,0.3576388888888889,0.6959459459459459,Alta,0.9203539823008849,0.07964601769911504,0
P0303,Arena para gato,Mascotas,295,25,84,2025-08-19,288,0.9895833333333334,0.5608108108108107,Media,0.2847457627118644,0.0847457627118644,0
P0304,Shampoo canino,Mascotas,281,42,142,2025-10-19,151,0.9409722222222222,0.9527027027027029,Alta,0.505338078291815,0.1494661921708185,0
P0305,Organizador plastico,Hogar,75,6,75,2025-11-19,180,0.2256944444444444,0.5,Media,1.0,0.08,0
P0306,Crema hidratante,Belleza,205,59,6,2025-05-23,342,0.6770833333333333,0.0337837837837837,Baja,0.02926829268292683,0.28780487804878047,0
P0307,Farol decorativo,Decoracion,21,53,42,2025-06-15,82,0.0381944444444444,0.277027027027027,Baja,2.0,2.5238095238095237,0
P0308,Vaporizador de bambu,Cocina,225,34,134,2025-03-08,336,0.7465277777777778,0.8986486486486487,Alta,0.5955555555555555,0.1511111111111111,0
P0309,Crema hidratante,Belleza,82,19,149,2025-06-12,66,0.25,1.0,Alta,1.8170731707317074,0.23170731707317074,0
P0310,Escoba plegable,Hogar,215,24,10,2025-01-25,281,0.7118055555555556,0.0608108108108108,Baja,0.046511627906976744,0.11162790697674418,0
P0311,Mini ventilador USB,Electronica,173,18,65,2025-04-20,336,0.5659722222222222,0.4324324324324324,Media,0.37572254335260113,0.10404624277456648,0
P0312,Luz LED USB,Electronica,34,17,117,2025-01-25,79,0.0833333333333333,0.7837837837837838,Alta,3.4411764705882355,0.5,0
P0313,Te verde japones,Comida Asiatica,21,36,128,2025-04-06,92,0.0381944444444444,0.8581081081081081,Alta,6.095238095238095,1.7142857142857142,0
P0314,Fideos udon,Comida Asiatica,169,47,130,2025-03-01,151,0.5520833333333333,0.8716216216216216,Alta,0.7692307692307693,0.2781065088757396,0
P0315,Sarten antiadherente,Cocina,14,38,10,2025-12-11,130,0.0138888888888888,0.0608108108108108,Baja,0.7142857142857143,2.7142857142857144,0
P0316,Organizador plastico,Hogar,65,77,83,2025-04-09,149,0.1909722222222222,0.5540540540540541,Media,1.2769230769230768,1.1846153846153846,0
P0317,Medias termicas,Ropa,272,20,97,2025-09-17,260,0.9097222222222222,0.6486486486486487,Media,0.35661764705882354,0.07352941176470588,0
P0318,Mascarilla coreana,Belleza,110,56,52,2025-05-04,231,0.3472222222222222,0.3445945945945946,Baja,0.4727272727272727,0.509090909090909,0
P0319,Escoba plegable,Hogar,125,67,62,2025-09-13,7,0.3993055555555555,0.4121621621621622,Media,0.496,0.536,1
P0320,Luz LED USB,Electronica,238,9,130,2025-03-03,219,0.7916666666666666,0.8716216216216216,Alta,0.5462184873949579,0.037815126050420166,0
P0321,Farol decorativo,Decoracion,239,25,138,2025-11-10,65,0.7951388888888888,0.9256756756756755,Alta,0.5774058577405857,0.10460251046025104,0
P0322,Farol decorativo,Decoracion,251,57,82,2025-06-22,160,0.8368055555555555,0.5472972972972973,Media,0.32669322709163345,0.22709163346613545,0
P0323,Ramen coreano,Comida Asiatica,197,15,149,2025-11-04,256,0.6493055555555556,1.0,Alta,0.7563451776649747,0.07614213197969544,0
P0324,Mascarilla coreana,Belleza,291,72,34,2025-02-21,112,0.9756944444444444,0.2229729729729729,Baja,0.11683848797250859,0.24742268041237114,0
P0325,Repisa modular,Hogar,236,56,42,2025-01-21,42,0.7847222222222222,0.277027027027027,Baja,0.17796610169491525,0.23728813559322035,0
P0326,Arena para gato,Mascotas,201,21,120,2025-05-09,130,0.6631944444444444,0.8040540540540541,Alta,0.5970149253731343,0.1044776119402985,0
P0327,Correa retractil,Mascotas,251,62,21,2025-10-11,203,0.8368055555555555,0.1351351351351351,Baja,0.08366533864541832,0.24701195219123506,0
P0328,Crema hidratante,Belleza,273,63,79,2025-12-09,344,0.9131944444444444,0.527027027027027,Media,0.2893772893772894,0.23076923076923078,0
P0329,Palillos chinos,Cocina,96,12,77,2025-07-19,87,0.2986111111111111,0.5135135135135135,Media,0.8020833333333334,0.125,0
P0330,Shampoo canino,Mascotas,161,21,133,2025-05-28,277,0.5243055555555556,0.8918918918918919,Alta,0.8260869565217391,0.13043478260869565,0
P0331,Lapicero gel,Papeleria,237,15,143,2025-07-30,28,0.7881944444444444,0.9594594594594594,Alta,0.6033755274261603,0.06329113924050633,1
P0332,Sarten antiadherente,Cocina,270,9,94,2025-12-18,8,0.9027777777777778,0.6283783783783784,Media,0.34814814814814815,0.03333333333333333,1
P0333,Cable Tipo C,Electronica,229,12,104,2025-11-25,49,0.7604166666666666,0.6959459459459459,Alta,0.45414847161572053,0.05240174672489083,0
P0334,Mochi,Comida Asiatica,87,45,122,2025-04-29,190,0.2673611111111111,0.8175675675675675,Alta,1.4022988505747127,0.5172413793103449,0
P0335,Caja multiuso,Hogar,158,40,140,2025-12-13,258,0.5138888888888888,0.9391891891891893,Alta,0.8860759493670886,0.25316455696202533,0
P0336,Mini ventilador USB,Electronica,190,36,95,2025-10-15,288,0.625,0.6351351351351351,Media,0.5,0.18947368421052632,0
P0337,Escoba plegable,Hogar,19,19,17,2025-07-02,153,0.03125,0.1081081081081081,Baja,0.8947368421052632,1.0,0
P0338,Stickers decorativos,Papeleria,133,26,32,2025-06-23,113,0.4270833333333333,0.2094594594594594,Baja,0.24060150375939848,0.19548872180451127,0
P0339,Cuaderno kawaii,Papeleria,131,36,119,2025-02-08,268,0.4201388888888889,0.7972972972972973,Alta,0.9083969465648855,0.2748091603053435,0
P0340,Pijama,Ropa,27,25,141,2025-05-29,126,0.0590277777777777,0.945945945945946,Alta,5.222222222222222,0.9259259259259259,0
P0341,Lapicero gel,Papeleria,247,11,86,2025-05-30,235,0.8229166666666666,0.5743243243243243,Media,0.3481781376518219,0.044534412955465584,0
P0342,Medias termicas,Ropa,294,17,2,2025-01-29,213,0.986111111111111,0.0067567567567567,Baja,0.006802721088435374,0.05782312925170068,0
P0343,Salsa de soya,Comida Asiatica,59,27,88,2025-02-13,278,0.1701388888888889,0.5878378378378378,Media,1.4915254237288136,0.4576271186440678,0
P0344,Incienso japones,Decoracion,193,7,118,2025-01-19,23,0.6354166666666666,0.7905405405405406,Alta,0.6113989637305699,0.03626943005181347,1
P0345,Cepillo facial,Belleza,290,12,106,2025-07-05,144,0.9722222222222222,0.7094594594594594,Alta,0.36551724137931035,0.041379310344827586,0
P0346,Cuaderno kawaii,Papeleria,270,7,132,2025-04-14,224,0.9027777777777778,0.8851351351351351,Alta,0.4888888888888889,0.025925925925925925,0
P0347,Escoba plegable,Hogar,19,25,128,2025-10-29,231,0.03125,0.8581081081081081,Alta,6.7368421052631575,1.3157894736842106,0
P0348,Organizador plastico,Hogar,121,17,137,2025-03-27,234,0.3854166666666666,0.918918918918919,Alta,1.1322314049586777,0.14049586776859505,0
P0349,Audifonos Bluetooth,Electronica,218,18,121,2025-01-20,75,0.7222222222222222,0.8108108108108109,Alta,0.555045871559633,0.08256880733944955,0
P0350,Sarten antiadherente,Cocina,79,60,101,2025-07-05,132,0.2395833333333333,0.6756756756756757,Alta,1.2784810126582278,0.759493670886076,0
P0351,Mochi,Comida Asiatica,33,30,37,2025-08-18,310,0.0798611111111111,0.2432432432432432,Baja,1.121212121212121,0.9090909090909091,0
P0352,Stickers decorativos,Papeleria,211,42,4,2025-07-07,57,0.6979166666666666,0.0202702702702702,Baja,0.018957345971563982,0.1990521327014218,0
P0353,Ramen coreano,Comida Asiatica,128,75,4,2025-08-09,14,0.4097222222222222,0.0202702702702702,Baja,0.03125,0.5859375,1
P0354,Taza termica,Cocina,238,62,55,2025-09-11,24,0.7916666666666666,0.3648648648648649,Media,0.23109243697478993,0.2605042016806723,1
P0355,Caja multiuso,Hogar,91,23,60,2025-11-01,319,0.28125,0.3986486486486487,Media,0.6593406593406593,0.25274725274725274,0
P0356,Vaporizador de bambu,Cocina,161,34,58,2025-04-27,356,0.5243055555555556,0.3851351351351351,Media,0.36024844720496896,0.2111801242236025,0
P0357,Taza termica,Cocina,182,59,113,2025-07-02,146,0.5972222222222222,0.7567567567567568,Alta,0.6208791208791209,0.3241758241758242,0
P0358,Ramen coreano,Comida Asiatica,260,51,57,2025-04-28,301,0.8680555555555555,0.3783783783783784,Media,0.21923076923076923,0.19615384615384615,0
P0359,Arena para gato,Mascotas,207,8,148,2025-08-28,47,0.6840277777777778,0.9932432432432432,Alta,0.714975845410628,0.03864734299516908,0
P0360,Cable Tipo C,Electronica,87,79,103,2025-05-17,90,0.2673611111111111,0.6891891891891891,Alta,1.1839080459770115,0.9080459770114943,0
P0361,Incienso japones,Decoracion,70,14,50,2025-09-16,107,0.2083333333333333,0.3310810810810811,Baja,0.7142857142857143,0.2,0
P0362,Shampoo canino,Mascotas,207,55,147,2025-02-04,302,0.6840277777777778,0.9864864864864864,Alta,0.7101449275362319,0.26570048309178745,0
P0363,Palillos chinos,Cocina,58,25,74,2025-07-11,261,0.1666666666666666,0.4932432432432432,Media,1.2758620689655173,0.43103448275862066,0
P0364,Fideos udon,Comida Asiatica,269,43,129,2025-10-07,313,0.8993055555555555,0.8648648648648649,Alta,0.4795539033457249,0.15985130111524162,0
P0365,Ramen coreano,Comida Asiatica,191,50,60,2025-12-30,188,0.6284722222222222,0.3986486486486487,Media,0.31413612565445026,0.2617801047120419,0
P0366,Pijama,Ropa,93,28,36,2025-08-01,364,0.2881944444444444,0.2364864864864865,Baja,0.3870967741935484,0.3010752688172043,0
P0367,Audifonos Bluetooth,Electronica,172,59,14,2025-04-30,336,0.5625,0.0878378378378378,Baja,0.08139534883720931,0.3430232558139535,0
P0368,Cable Tipo C,Electronica,115,74,44,2025-11-25,301,0.3645833333333333,0.2905405405405405,Baja,0.3826086956521739,0.6434782608695652,0
P0369,Salsa de soya,Comida Asiatica,93,61,21,2025-07-15,178,0.2881944444444444,0.1351351351351351,Baja,0.22580645161290322,0.6559139784946236,0
P0370,Plato para mascotas,Mascotas,16,74,127,2025-06-09,248,0.0208333333333333,0.8513513513513513,Alta,7.9375,4.625,0
P0371,Te verde japones,Comida Asiatica,163,18,57,2025-06-14,314,0.53125,0.3783783783783784,Media,0.3496932515337423,0.11042944785276074,0
P0372,Farol decorativo,Decoracion,78,7,87,2025-08-06,305,0.2361111111111111,0.581081081081081,Media,1.1153846153846154,0.08974358974358974,0
P0373,Sarten antiadherente,Cocina,170,54,117,2025-07-15,327,0.5555555555555556,0.7837837837837838,Alta,0.6882352941176471,0.3176470588235294,0
P0374,Cable Tipo C,Electronica,298,28,61,2025-03-02,354,1.0,0.4054054054054054,Media,0.20469798657718122,0.09395973154362416,0
P0375,Pijama,Ropa,95,53,17,2025-04-08,198,0.2951388888888889,0.1081081081081081,Baja,0.17894736842105263,0.5578947368421052,0
P0376,Organizador plastico,Hogar,14,6,22,2025-04-22,57,0.0138888888888888,0.1418918918918918,Baja,1.5714285714285714,0.42857142857142855,0
P0377,Caja multiuso,Hogar,107,20,112,2025-05-05,167,0.3368055555555555,0.75,Alta,1.0467289719626167,0.18691588785046728,0
P0378,Audifonos Bluetooth,Electronica,68,14,99,2025-07-11,243,0.2013888888888889,0.6621621621621622,Media,1.4558823529411764,0.20588235294117646,0
P0379,Shampoo canino,Mascotas,29,30,127,2025-03-09,214,0.0659722222222222,0.8513513513513513,Alta,4.379310344827586,1.0344827586206897,0
