codigo_producto,nombre_producto,categoria,stock_actual,stock_minimo,cantidad_vendida,fecha_venta,dias_para_vencer,stock_norm,ventas_norm,nivel_rotacion,indice_rotacion,urgencia_stock,riesgo_vencimiento,rotacion_num,demanda_norm,prioridad
P0099,Crema hidratante,Belleza,259,38,118,2025-09-16,306,0.8645833333333333,0.7919463087248322,Alta,0.4555984555984556,0.14671814671814673,0,1.0,0.7919463087248322,0.7669275219610789
P0183,Arena para gato,Mascotas,226,65,104,2025-02-11,25,0.75,0.697986577181208,Alta,0.46017699115044247,0.28761061946902655,1,1.0,0.697986577181208,0.7669180970481677
P0377,Caja multiuso,Hogar,107,20,112,2025-05-05,167,0.3368055555555555,0.7516778523489933,Alta,1.0467289719626167,0.18691588785046728,0,1.0,0.7516778523489933,0.7628865332747914
P0326,Arena para gato,Mascotas,201,21,120,2025-05-09,130,0.6631944444444444,0.8053691275167785,Alta,0.5970149253731343,0.1044776119402985,0,1.0,0.8053691275167785,0.7625062606430932
P0349,Audifonos Bluetooth,Electronica,218,18,121,2025-01-20,75,0.7222222222222222,0.8120805369127516,Alta,0.555045871559633,0.08256880733944955,0,1.0,0.8120805369127517,0.7601379225417153
P0047,Luz LED USB,Electronica,183,28,114,2025-10-15,342,0.6006944444444444,0.7651006711409396,Alta,0.6229508196721312,0.15300546448087432,0,1.0,0.7651006711409396,0.7601312942384567
P0419,Luz LED USB,Electronica,292,12,124,2025-12-28,93,0.9791666666666666,0.8322147651006712,Alta,0.4246575342465753,0.0410958904109589,0,1.0,0.8322147651006712,0.757883607612393
P0481,Palillos chinos,Cocina,171,48,100,2025-12-04,307,0.5590277777777778,0.6711409395973155,Alta,0.5847953216374269,0.2807017543859649,0,1.0,0.6711409395973155,0.7574826327563876
P0464,Medias termicas,Ropa,172,23,114,2025-09-21,282,0.5625,0.7651006711409396,Alta,0.6627906976744186,0.13372093023255813,0,1.0,0.7651006711409396,0.7562743873887935
P0116,Caja multiuso,Hogar,236,19,119,2025-01-28,202,0.7847222222222222,0.7986577181208053,Alta,0.5042372881355932,0.08050847457627118,0,1.0,0.7986577181208053,0.7556990103514959
P0119,Escoba plegable,Hogar,237,38,111,2025-09-21,236,0.7881944444444444,0.7449664429530202,Alta,0.46835443037974683,0.16033755274261605,0,1.0,0.7449664429530202,0.7555574434344292
P0066,Arena para gato,Mascotas,188,47,101,2025-09-25,323,0.6180555555555556,0.6778523489932886,Alta,0.5372340425531915,0.25,0,1.0,0.6778523489932886,0.7533557046979866
P0386,Palillos chinos,Cocina,268,31,114,2025-12-29,40,0.8958333333333333,0.7651006711409396,Alta,0.4253731343283582,0.11567164179104478,0,1.0,0.7651006711409396,0.7526645297004908
P0114,Fideos udon,Comida Asiatica,37,6,109,2025-06-03,14,0.09374999999999999,0.7315436241610738,Alta,2.945945945945946,0.16216216216216217,1,1.0,0.7315436241610739,0.7518955196807546
P0127,Salsa de soya,Comida Asiatica,221,24,113,2025-05-20,47,0.7326388888888888,0.7583892617449665,Alta,0.5113122171945701,0.1085972850678733,0,1.0,0.7583892617449665,0.7492362355370646
P0447,Crema hidratante,Belleza,205,22,113,2025-10-12,77,0.6770833333333333,0.7583892617449665,Alta,0.551219512195122,0.1073170731707317,0,1.0,0.7583892617449665,0.7489801931576363
P0042,Organizador plastico,Hogar,295,32,111,2025-11-13,304,0.9895833333333334,0.7449664429530202,Alta,0.376271186440678,0.10847457627118644,0,1.0,0.7449664429530202,0.7451848481401433
P0344,Incienso japones,Decoracion,193,7,118,2025-01-19,23,0.6354166666666666,0.7919463087248322,Alta,0.6113989637305699,0.03626943005181347,1,1.0,0.7919463087248322,0.7448377786278123
P0169,Figura Feng Shui,Decoracion,243,6,119,2025-01-20,261,0.8090277777777778,0.7986577181208053,Alta,0.4897119341563786,0.024691358024691357,0,1.0,0.7986577181208053,0.74453558704118
P0274,Polo basico,Ropa,233,39,102,2025-09-24,355,0.7743055555555555,0.6845637583892618,Alta,0.43776824034334766,0.16738197424892703,0,1.0,0.6845637583892618,0.7388455223665639
P0113,Correa retractil,Mascotas,266,12,113,2025-12-21,253,0.8888888888888888,0.7583892617449665,Alta,0.424812030075188,0.045112781954887216,0,1.0,0.7583892617449665,0.7365393349144674
P0238,Crema hidratante,Belleza,183,19,106,2025-11-01,360,0.6006944444444444,0.7114093959731543,Alta,0.5792349726775956,0.10382513661202186,0,1.0,0.7114093959731543,0.7341878461143506
P0436,Cuaderno kawaii,Papeleria,293,25,107,2025-05-26,99,0.982638888888889,0.7181208053691275,Alta,0.3651877133105802,0.08532423208191127,0,1.0,0.7181208053691275,0.7325010880271206
P0197,Pijama,Ropa,275,34,103,2025-12-06,65,0.9201388888888888,0.6912751677852349,Alta,0.37454545454545457,0.12363636363636364,0,1.0,0.6912751677852349,0.7321098230628431
P0299,Lapicero gel,Papeleria,45,73,77,2025-10-14,303,0.12152777777777778,0.5167785234899329,Media,1.711111111111111,1.6222222222222222,0,0.5,0.5167785234899329,0.7294780014914244
P0259,Stickers decorativos,Papeleria,216,10,108,2025-09-08,334,0.7152777777777778,0.7248322147651006,Alta,0.5,0.046296296296296294,0,1.0,0.7248322147651006,0.7267089236887895
P0302,Cepillo facial,Belleza,113,9,104,2025-09-05,364,0.3576388888888889,0.697986577181208,Alta,0.9203539823008849,0.07964601769911504,0,1.0,0.697986577181208,0.7253251766941854
P0147,Stickers decorativos,Papeleria,227,17,104,2025-07-29,111,0.7534722222222222,0.697986577181208,Alta,0.4581497797356828,0.07488986784140969,0,1.0,0.697986577181208,0.7243739467226443
P0345,Cepillo facial,Belleza,290,12,106,2025-07-05,144,0.9722222222222222,0.7114093959731543,Alta,0.36551724137931035,0.041379310344827586,0,1.0,0.7114093959731543,0.7216986808609117
P0018,Farol decorativo,Decoracion,264,18,103,2025-10-10,207,0.8819444444444444,0.6912751677852349,Alta,0.39015151515151514,0.06818181818181818,0,1.0,0.6912751677852349,0.7210189139719341
P0271,Pijama,Ropa,107,8,102,2025-01-19,82,0.3368055555555555,0.6845637583892618,Alta,0.9532710280373832,0.07476635514018691,0,1.0,0.6845637583892618,0.7203223985448158
P0333,Cable Tipo C,Electronica,229,12,104,2025-11-25,49,0.7604166666666666,0.697986577181208,Alta,0.45414847161572053,0.05240174672489083,0,1.0,0.697986577181208,0.7198763224993406
P0484,Incienso japones,Decoracion,244,17,101,2025-01-24,364,0.8125,0.6778523489932886,Alta,0.4139344262295082,0.06967213114754098,0,1.0,0.6778523489932886,0.7172901309274948
P0023,Te verde japones,Comida Asiatica,242,7,103,2025-07-17,137,0.8055555555555555,0.6912751677852349,Alta,0.4256198347107438,0.028925619834710745,0,1.0,0.6912751677852349,0.7131676743025126
P0157,Organizador plastico,Hogar,58,75,81,2025-03-25,361,0.16666666666666663,0.5436241610738255,Media,1.396551724137931,1.293103448275862,0,0.5,0.5436241610738255,0.6717079379773201
P0316,Organizador plastico,Hogar,65,77,83,2025-04-09,149,0.1909722222222222,0.5570469798657718,Media,1.2769230769230768,1.1846153846153846,0,0.5,0.5570469798657718,0.6540371708828084
P0253,Mini ventilador USB,Electronica,50,66,60,2025-04-21,14,0.1388888888888889,0.40268456375838924,Media,1.2,1.32,1,0.5,0.40268456375838924,0.6348053691275168
P0134,Lapicero gel,Papeleria,69,68,93,2025-11-24,267,0.2048611111111111,0.6241610738255033,Media,1.3478260869565217,0.9855072463768116,0,0.5,0.6241610738255033,0.6343497714230133
P0417,Mochi,Comida Asiatica,76,70,91,2025-12-27,257,0.22916666666666669,0.610738255033557,Media,1.1973684210526316,0.9210526315789473,0,0.5,0.610738255033557,0.6174320028258566
P0267,Cuaderno kawaii,Papeleria,85,76,89,2025-10-29,289,0.2604166666666667,0.5973154362416108,Media,1.0470588235294118,0.8941176470588236,0,0.5,0.5973154362416108,0.6080181602842479
P0057,Taza termica,Cocina,67,59,90,2025-08-17,117,0.19791666666666663,0.6040268456375839,Media,1.3432835820895523,0.8805970149253731,0,0.5,0.6040268456375839,0.6073274566763498
P0307,Farol decorativo,Decoracion,21,53,42,2025-06-15,82,0.038194444444444434,0.28187919463087246,Baja,2.0,2.5238095238095237,0,0.0,0.28187919463087246,0.5893256631511665
P0083,Cable Tipo C,Electronica,100,78,90,2025-01-19,39,0.3125,0.6040268456375839,Media,0.9,0.78,0,0.5,0.6040268456375839,0.5872080536912752
P0211,Vaporizador de bambu,Cocina,65,44,98,2025-02-09,347,0.1909722222222222,0.6577181208053691,Media,1.5076923076923077,0.676923076923077,0,0.5,0.6577181208053692,0.5827000516262262
P0016,Cepillo facial,Belleza,71,41,99,2025-06-21,360,0.21180555555555552,0.6644295302013423,Media,1.3943661971830985,0.5774647887323944,0,0.5,0.6644295302013423,0.5648218168068815
P0315,Sarten antiadherente,Cocina,14,38,10,2025-12-11,130,0.013888888888888881,0.06711409395973154,Baja,0.7142857142857143,2.7142857142857144,0,0.0,0.06711409395973154,0.5629913710450624
P0215,Farol decorativo,Decoracion,48,35,82,2025-12-22,258,0.13194444444444442,0.5503355704697986,Media,1.7083333333333333,0.7291666666666666,0,0.5,0.5503355704697986,0.560934004474273
P0086,Luz LED USB,Electronica,53,49,61,2025-10-30,149,0.14930555555555552,0.4093959731543624,Media,1.150943396226415,0.9245283018867925,0,0.5,0.40939597315436244,0.5577244523236673
P0053,Luz LED USB,Electronica,67,53,70,2025-09-28,54,0.19791666666666663,0.4697986577181208,Media,1.044776119402985,0.7910447761194029,0,0.5,0.4697986577181208,0.5491485525393168
P0009,Fideos udon,Comida Asiatica,11,10,54,2025-04-16,260,0.003472222222222217,0.3624161073825503,Media,4.909090909090909,0.9090909090909091,0,0.5,0.3624161073825503,0.5405430140329469
P0478,Escoba plegable,Hogar,84,53,79,2025-08-29,349,0.2569444444444444,0.5302013422818792,Media,0.9404761904761905,0.6309523809523809,0,0.5,0.5302013422818792,0.53525087887504
P0218,Cable Tipo C,Electronica,83,67,60,2025-12-01,222,0.2534722222222222,0.40268456375838924,Media,0.7228915662650602,0.8072289156626506,0,0.5,0.40268456375838924,0.5322511522600469
P0461,Sarten antiadherente,Cocina,22,51,31,2025-07-27,114,0.04166666666666666,0.2080536912751678,Baja,1.4090909090909092,2.3181818181818183,0,0.0,0.2080536912751678,0.5260524710189141
P0384,Te verde japones,Comida Asiatica,94,76,55,2025-02-16,238,0.2916666666666667,0.36912751677852346,Media,0.5851063829787234,0.8085106382978723,0,0.5,0.3691275167785235,0.5224403826931315
P0343,Salsa de soya,Comida Asiatica,59,27,88,2025-02-13,278,0.1701388888888889,0.5906040268456376,Media,1.4915254237288136,0.4576271186440678,0,0.5,0.5906040268456376,0.5187066317825049
P0081,Cable Tipo C,Electronica,145,69,86,2025-05-25,327,0.46875,0.5771812080536912,Media,0.593103448275862,0.47586206896551725,0,0.5,0.5771812080536913,0.5183267762092109
P0298,Crema hidratante,Belleza,111,39,98,2025-10-13,116,0.3506944444444444,0.6577181208053691,Media,0.8828828828828829,0.35135135135135137,0,0.5,0.6577181208053692,0.517585706511881
P0071,Palillos chinos,Cocina,108,40,96,2025-06-01,151,0.3402777777777778,0.6442953020134228,Media,0.8888888888888888,0.37037037037037035,0,0.5,0.6442953020134228,0.5173626646781009
P0450,Repisa modular,Hogar,118,55,85,2025-01-21,300,0.375,0.5704697986577181,Media,0.7203389830508474,0.4661016949152542,0,0.5,0.5704697986577181,0.5143612785803663
P0272,Pijama,Ropa,138,58,89,2025-08-01,143,0.4444444444444444,0.5973154362416108,Media,0.644927536231884,0.42028985507246375,0,0.5,0.5973154362416108,0.513252601886976
P0020,Te verde japones,Comida Asiatica,169,75,86,2025-10-11,66,0.5520833333333333,0.5771812080536912,Media,0.5088757396449705,0.4437869822485207,0,0.5,0.5771812080536913,0.5119117588658115
P0026,Escoba plegable,Hogar,122,60,81,2025-07-06,113,0.3888888888888889,0.5436241610738255,Media,0.6639344262295082,0.4918032786885246,0,0.5,0.5436241610738255,0.5114479040598525
P0248,Mochi,Comida Asiatica,161,54,96,2025-04-15,250,0.5243055555555556,0.6442953020134228,Media,0.5962732919254659,0.33540372670807456,0,0.5,0.6442953020134228,0.5103693359456417
P0111,Organizador plastico,Hogar,87,49,73,2025-10-09,249,0.2673611111111111,0.4899328859060403,Media,0.8390804597701149,0.5632183908045977,0,0.5,0.4899328859060403,0.5096235439327317
P0239,Sarten antiadherente,Cocina,18,10,73,2025-12-25,223,0.027777777777777776,0.4899328859060403,Media,4.055555555555555,0.5555555555555556,0,0.5,0.4899328859060403,0.5080909768829233
P0108,Ramen coreano,Comida Asiatica,204,71,93,2025-06-09,61,0.673611111111111,0.6241610738255033,Media,0.45588235294117646,0.3480392156862745,0,0.5,0.6241610738255033,0.5068561652849058
P0059,Repisa modular,Hogar,135,52,89,2025-08-25,272,0.4340277777777778,0.5973154362416108,Media,0.6592592592592592,0.3851851851851852,0,0.5,0.5973154362416108,0.5062316679095202
P0060,Cepillo facial,Belleza,78,26,93,2025-09-04,76,0.2361111111111111,0.6241610738255033,Media,1.1923076923076923,0.3333333333333333,0,0.5,0.6241610738255033,0.5039149888143176
P0488,Fideos udon,Comida Asiatica,25,13,73,2025-06-15,310,0.05208333333333333,0.4899328859060403,Media,2.92,0.52,0,0.5,0.4899328859060403,0.5009798657718121
P0192,Taza termica,Cocina,197,49,98,2025-05-11,293,0.6493055555555556,0.6577181208053691,Media,0.49746192893401014,0.24873096446700507,0,0.5,0.6577181208053692,0.49706162913501173
P0256,Vaporizador de bambu,Cocina,279,78,93,2025-09-23,332,0.9340277777777778,0.6241610738255033,Media,0.3333333333333333,0.27956989247311825,0,0.5,0.6241610738255033,0.4931623006422746
P0236,Luz LED USB,Electronica,101,24,97,2025-01-02,225,0.3159722222222222,0.6510067114093959,Media,0.9603960396039604,0.2376237623762376,0,0.5,0.6510067114093959,0.4928267658980663
P0132,Cepillo facial,Belleza,103,53,69,2025-11-14,236,0.3229166666666667,0.46308724832214765,Media,0.6699029126213593,0.5145631067961165,0,0.5,0.46308724832214765,0.4918387958558676
P0439,Cepillo facial,Belleza,57,36,57,2025-04-28,100,0.16319444444444442,0.3825503355704698,Media,1.0,0.631578947368421,0,0.5,0.3825503355704698,0.49108089014482514
P0378,Audifonos Bluetooth,Electronica,68,14,99,2025-07-11,243,0.2013888888888889,0.6644295302013423,Media,1.4558823529411764,0.20588235294117646,0,0.5,0.6644295302013423,0.49050532964863797
P0019,Sarten antiadherente,Cocina,240,56,96,2025-08-10,231,0.798611111111111,0.6442953020134228,Media,0.4,0.23333333333333334,0,0.5,0.6442953020134228,0.4899552572706935
P0495,Medias termicas,Ropa,197,69,84,2025-04-29,156,0.6493055555555556,0.5637583892617449,Media,0.4263959390862944,0.350253807106599,0,0.5,0.5637583892617449,0.4891782781998433
P0038,Juguete para perro,Mascotas,113,29,93,2025-12-04,194,0.3576388888888889,0.6241610738255033,Media,0.8230088495575221,0.25663716814159293,0,0.5,0.6241610738255033,0.48857575577596957
P0112,Medias termicas,Ropa,248,60,94,2025-04-17,319,0.8263888888888888,0.6308724832214765,Media,0.3790322580645161,0.24193548387096775,0,0.5,0.6308724832214765,0.4876488417406365
P0235,Taza termica,Cocina,50,21,76,2025-02-15,160,0.1388888888888889,0.5100671140939598,Media,1.52,0.42,0,0.5,0.5100671140939598,0.48702013422818796
P0031,Arena para gato,Mascotas,133,63,70,2025-12-15,259,0.4270833333333333,0.4697986577181208,Media,0.5263157894736842,0.47368421052631576,0,0.5,0.4697986577181208,0.48567643942069944
P0363,Palillos chinos,Cocina,58,25,74,2025-07-11,261,0.16666666666666663,0.4966442953020134,Media,1.2758620689655173,0.43103448275862066,0,0.5,0.4966442953020134,0.48520018514232816
P0404,Cable Tipo C,Electronica,159,52,83,2025-04-20,275,0.517361111111111,0.5570469798657718,Media,0.5220125786163522,0.3270440251572327,0,0.5,0.5570469798657718,0.48252289899117806
P0217,Polo basico,Ropa,232,64,88,2025-12-31,163,0.7708333333333333,0.5906040268456376,Media,0.3793103448275862,0.27586206896551724,0,0.5,0.5906040268456376,0.48235362184679476
P0319,Escoba plegable,Hogar,125,67,62,2025-09-13,7,0.3993055555555555,0.4161073825503356,Media,0.496,0.536,1,0.5,0.4161073825503356,0.48203221476510066
P0125,Mini ventilador USB,Electronica,103,55,62,2025-07-13,335,0.3229166666666667,0.4161073825503356,Media,0.6019417475728155,0.5339805825242718,0,0.5,0.4161073825503356,0.481628331269955
P0336,Mini ventilador USB,Electronica,190,36,95,2025-10-15,288,0.625,0.6375838926174496,Media,0.5,0.18947368421052632,0,0.5,0.6375838926174496,0.47916990462734016
P0033,Polo basico,Ropa,137,43,82,2025-12-26,129,0.4409722222222222,0.5503355704697986,Media,0.5985401459854015,0.31386861313868614,0,0.5,0.5503355704697986,0.47787439376867685
P0498,Incienso japones,Decoracion,144,55,75,2025-09-21,225,0.4652777777777778,0.5033557046979865,Media,0.5208333333333334,0.3819444444444444,0,0.5,0.5033557046979866,0.4773956002982849
P0499,Incienso coreano,Decoracion,145,55,75,2025-09-21,225,0.46875,0.5033557046979865,Media,0.5172413793103449,0.3793103448275862,0,0.5,0.5033557046979866,0.4768687803749132
P0063,Shampoo canino,Mascotas,32,14,69,2025-04-10,290,0.07638888888888888,0.46308724832214765,Media,2.15625,0.4375,0,0.5,0.46308724832214765,0.4764261744966443
P0027,Caja multiuso,Hogar,229,58,87,2025-08-12,225,0.7604166666666666,0.5838926174496644,Media,0.3799126637554585,0.25327510917030566,0,0.5,0.5838926174496645,0.47582280706896046
P0032,Mochi,Comida Asiatica,156,24,96,2025-07-18,308,0.5069444444444444,0.6442953020134228,Media,0.6153846153846154,0.15384615384615385,0,0.5,0.6442953020134228,0.4740578213732576
P0420,Plato para mascotas,Mascotas,151,39,84,2025-11-08,177,0.48958333333333337,0.5637583892617449,Media,0.5562913907284768,0.2582781456953642,0,0.5,0.5637583892617449,0.4707831459175963
P0094,Plato para mascotas,Mascotas,291,67,86,2025-11-11,283,0.9756944444444443,0.5771812080536912,Media,0.29553264604810997,0.23024054982817868,0,0.5,0.5771812080536913,0.4692024723817431
P0500,Polo basico,Ropa,107,32,79,2025-05-04,218,0.3368055555555555,0.5302013422818792,Media,0.7383177570093458,0.29906542056074764,0,0.5,0.5302013422818792,0.4688734867967133
P0052,Caja multiuso,Hogar,297,67,86,2025-02-20,153,0.9965277777777778,0.5771812080536912,Media,0.2895622895622896,0.2255892255892256,0,0.5,0.5771812080536913,0.4682722075339525
P0249,Farol decorativo,Decoracion,237,70,79,2025-09-19,295,0.7881944444444444,0.5302013422818792,Media,0.3333333333333333,0.29535864978902954,0,0.5,0.5302013422818792,0.4681321326423697
P0438,Sarten antiadherente,Cocina,165,48,79,2025-02-10,63,0.5381944444444444,0.5302013422818792,Media,0.47878787878787876,0.2909090909090909,0,0.5,0.5302013422818792,0.46724222086638195
P0428,Crema hidratante,Belleza,224,53,84,2025-12-04,146,0.7430555555555555,0.5637583892617449,Media,0.375,0.23660714285714285,0,0.5,0.5637583892617449,0.466448945349952
P0073,Medias termicas,Ropa,282,66,84,2025-08-05,342,0.9444444444444444,0.5637583892617449,Media,0.2978723404255319,0.23404255319148937,0,0.5,0.5637583892617449,0.46593602741682133
P0286,Lapicero gel,Papeleria,130,46,72,2025-06-01,208,0.41666666666666663,0.4832214765100671,Media,0.5538461538461539,0.35384615384615387,0,0.5,0.48322147651006714,0.4657356737222509
P0075,Crema hidratante,Belleza,232,56,83,2025-05-24,69,0.7708333333333333,0.5570469798657718,Media,0.3577586206896552,0.2413793103448276,0,0.5,0.5570469798657718,0.46538995602869704
P0396,Shampoo canino,Mascotas,117,15,94,2025-09-28,347,0.3715277777777778,0.6308724832214765,Media,0.8034188034188035,0.1282051282051282,0,0.5,0.6308724832214765,0.4649027706074686
P0036,Incienso japones,Decoracion,169,13,99,2025-05-27,304,0.5520833333333333,0.6644295302013423,Media,0.5857988165680473,0.07692307692307693,0,0.5,0.6644295302013423,0.46471347444501804
P0233,Cuaderno kawaii,Papeleria,283,68,82,2025-04-05,166,0.9479166666666666,0.5503355704697986,Media,0.28975265017667845,0.24028268551236748,0,0.5,0.5503355704697986,0.4631572082434131
P0479,Repisa modular,Hogar,223,42,87,2025-03-29,306,0.7395833333333333,0.5838926174496644,Media,0.3901345291479821,0.18834080717488788,0,0.5,0.5838926174496645,0.46283594666987693
P0429,Repisa modular,Hogar,170,40,82,2025-05-27,239,0.5555555555555556,0.5503355704697986,Media,0.4823529411764706,0.23529411764705882,0,0.5,0.5503355704697986,0.4621594946703514
P0064,Fideos udon,Comida Asiatica,259,23,96,2025-09-14,325,0.8645833333333333,0.6442953020134228,Media,0.37065637065637064,0.0888030888030888,0,0.5,0.6442953020134228,0.4610492083646446
P0098,Ramen coreano,Comida Asiatica,297,38,92,2025-04-05,72,0.9965277777777778,0.6174496644295302,Media,0.30976430976430974,0.12794612794612795,0,0.5,0.6174496644295302,0.46082412491808467
P0408,Medias termicas,Ropa,212,57,78,2025-08-10,41,0.7013888888888888,0.5234899328859061,Media,0.36792452830188677,0.2688679245283019,0,0.5,0.5234899328859061,0.4608205647714322
P0322,Farol decorativo,Decoracion,251,57,82,2025-06-22,160,0.8368055555555555,0.5503355704697986,Media,0.32669322709163345,0.22709163346613545,0,0.5,0.5503355704697986,0.4605189978341667
P0317,Medias termicas,Ropa,272,20,97,2025-09-17,260,0.9097222222222222,0.6510067114093959,Media,0.35661764705882354,0.07352941176470588,0,0.5,0.6510067114093959,0.46000789577575996
P0011,Mochi,Comida Asiatica,199,44,82,2025-02-22,280,0.65625,0.5503355704697986,Media,0.4120603015075377,0.22110552763819097,0,0.5,0.5503355704697986,0.4593217766685778
P0405,Polo basico,Ropa,215,67,73,2025-09-08,124,0.7118055555555556,0.4899328859060403,Media,0.3395348837209302,0.3116279069767442,0,0.5,0.4899328859060403,0.45930544716716093
P0458,Pijama,Ropa,251,55,82,2025-04-02,175,0.8368055555555555,0.5503355704697986,Media,0.32669322709163345,0.21912350597609562,0,0.5,0.5503355704697986,0.45892537233615877
P0168,Taza termica,Cocina,294,64,82,2025-01-02,303,0.986111111111111,0.5503355704697986,Media,0.2789115646258503,0.21768707482993196,0,0.5,0.5503355704697986,0.458638086106926
P0403,Ramen coreano,Comida Asiatica,290,44,88,2025-09-27,154,0.9722222222222222,0.5906040268456376,Media,0.30344827586206896,0.15172413793103448,0,0.5,0.5906040268456376,0.4575260356398982
P0459,Te verde japones,Comida Asiatica,172,52,73,2025-11-24,116,0.5625,0.4899328859060403,Media,0.42441860465116277,0.3023255813953488,0,0.5,0.4899328859060403,0.45744498205088185
P0432,Pijama,Ropa,37,7,84,2025-06-04,117,0.09374999999999999,0.5637583892617449,Media,2.27027027027027,0.1891891891891892,0,0.5,0.5637583892617449,0.4569653546163613
P0328,Crema hidratante,Belleza,273,63,79,2025-12-09,344,0.9131944444444444,0.5302013422818792,Media,0.2893772893772894,0.23076923076923078,0,0.5,0.5302013422818792,0.45521424883840994
P0133,Caja multiuso,Hogar,146,38,76,2025-02-04,1,0.4722222222222222,0.5100671140939598,Media,0.5205479452054794,0.2602739726027397,1,0.5,0.5100671140939598,0.4550749287487359
P0227,Cable Tipo C,Electronica,171,65,64,2025-10-08,280,0.5590277777777778,0.42953020134228187,Media,0.3742690058479532,0.38011695906432746,0,0.5,0.42953020134228187,0.45488245221555007
P0148,Stickers decorativos,Papeleria,142,41,72,2025-05-07,106,0.4583333333333333,0.4832214765100671,Media,0.5070422535211268,0.2887323943661972,0,0.5,0.48322147651006714,0.45271292182625955
P0190,Mascarilla coreana,Belleza,185,76,59,2025-08-03,82,0.6076388888888888,0.3959731543624161,Media,0.31891891891891894,0.41081081081081083,0,0.5,0.3959731543624161,0.45095410847088696
P0144,Cuaderno kawaii,Papeleria,166,51,68,2025-11-28,173,0.5416666666666666,0.4563758389261745,Media,0.40963855421686746,0.3072289156626506,0,0.5,0.4563758389261745,0.44835853481038246
P0167,Escoba plegable,Hogar,272,37,85,2025-05-27,112,0.9097222222222222,0.5704697986577181,Media,0.3125,0.13602941176470587,0,0.5,0.5704697986577181,0.4483468219502566
P0082,Polo basico,Ropa,141,40,70,2025-09-09,275,0.4548611111111111,0.4697986577181208,Media,0.49645390070921985,0.28368794326241137,0,0.5,0.4697986577181208,0.44767718596791856
P0039,Cable Tipo C,Electronica,217,65,68,2025-10-16,277,0.71875,0.4563758389261745,Media,0.31336405529953915,0.2995391705069124,0,0.5,0.4563758389261745,0.44682058577923484
P0332,Sarten antiadherente,Cocina,270,9,94,2025-12-18,8,0.9027777777777778,0.6308724832214765,Media,0.34814814814814815,0.03333333333333333,1,0.5,0.6308724832214765,0.4459284116331096
P0443,Farol decorativo,Decoracion,185,60,65,2025-01-31,113,0.6076388888888888,0.436241610738255,Media,0.35135135135135137,0.32432432432432434,0,0.5,0.436241610738255,0.44573734808634136
P0068,Organizador plastico,Hogar,251,39,81,2025-03-31,264,0.8368055555555555,0.5436241610738255,Media,0.32270916334661354,0.1553784860557769,0,0.5,0.5436241610738255,0.444162945533303
P0297,Escoba plegable,Hogar,67,7,86,2025-11-22,130,0.19791666666666663,0.5771812080536912,Media,1.2835820895522387,0.1044776119402985,0,0.5,0.5771812080536913,0.44404988480416707
P0136,Incienso japones,Decoracion,87,30,62,2025-05-12,89,0.2673611111111111,0.4161073825503356,Media,0.7126436781609196,0.3448275862068966,0,0.5,0.4161073825503356,0.44379773200648
P0372,Farol decorativo,Decoracion,78,7,87,2025-08-06,305,0.2361111111111111,0.5838926174496644,Media,1.1153846153846154,0.08974358974358974,0,0.5,0.5838926174496645,0.4431165031836173
P0206,Vaporizador de bambu,Cocina,278,77,68,2025-12-23,98,0.9305555555555555,0.4563758389261745,Media,0.2446043165467626,0.27697841726618705,0,0.5,0.4563758389261745,0.44230843513108975
P0103,Sarten antiadherente,Cocina,258,42,79,2025-01-30,247,0.861111111111111,0.5302013422818792,Media,0.3062015503875969,0.16279069767441862,0,0.5,0.5302013422818792,0.4416185422194475
P0109,Sarten antiadherente,Cocina,286,9,92,2025-06-19,317,0.9583333333333333,0.6174496644295302,Media,0.32167832167832167,0.03146853146853147,0,0.5,0.6174496644295302,0.44152860562256535
P0401,Pijama,Ropa,261,10,91,2025-12-20,46,0.8715277777777778,0.610738255033557,Media,0.3486590038314176,0.038314176245210725,0,0.5,0.610738255033557,0.4408843117591093
P0212,Plato para mascotas,Mascotas,177,63,59,2025-10-31,169,0.579861111111111,0.3959731543624161,Media,0.3333333333333333,0.3559322033898305,0,0.5,0.3959731543624161,0.4399783869866909
P0062,Juguete para perro,Mascotas,213,20,85,2025-02-08,100,0.704861111111111,0.5704697986577181,Media,0.39906103286384975,0.09389671361502347,0,0.5,0.5704697986577181,0.4399202823203201
P0261,Vaporizador de bambu,Cocina,254,63,69,2025-06-10,179,0.8472222222222222,0.46308724832214765,Media,0.27165354330708663,0.24803149606299213,0,0.5,0.46308724832214765,0.43853247370924275
P0209,Audifonos Bluetooth,Electronica,260,9,90,2025-02-06,316,0.8680555555555555,0.6040268456375839,Media,0.34615384615384615,0.03461538461538462,0,0.5,0.6040268456375839,0.43813113061435205
P0269,Medias termicas,Ropa,229,70,63,2025-03-14,161,0.7604166666666666,0.4228187919463087,Media,0.27510917030567683,0.3056768558951965,0,0.5,0.4228187919463087,0.4379810087629319
P0423,Luz LED USB,Electronica,242,13,88,2025-02-06,305,0.8055555555555555,0.5906040268456376,Media,0.36363636363636365,0.05371900826446281,0,0.5,0.5906040268456376,0.4379250097065839
P0474,Palillos chinos,Cocina,290,35,81,2025-07-02,23,0.9722222222222222,0.5436241610738255,Media,0.2793103448275862,0.1206896551724138,1,0.5,0.5436241610738255,0.43722517935663036
